"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Pham-Phu T.; Kozinov S.","Pham-Phu, Thuc (60123570700); Kozinov, Sergey (15842034600)","60123570700; 15842034600","Strain gradient enhanced phase-field model for ferroelectric domain evolution","2026","Computer Methods in Applied Mechanics and Engineering","451","","118671","","","","0","10.1016/j.cma.2025.118671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027313516&doi=10.1016%2fj.cma.2025.118671&partnerID=40&md5=0a6983f80da7bc573d242a30692c651f","Ferroelectric materials are widely used in industries, and accurately predicting their response under external loading is essential for both research and applications. With the miniaturization trend driving the size of electronic components to micro- and nanoscale, strain gradient effects become increasingly important. This paper presents a phase-field material model and governing equations for ferroelectrics that account for strain gradients and derive the associated weak forms. To circumvent the C1-continuity requirement of gradient elasticity, we employ a mixed finite-element formulation and present the discretization of a newly developed Q84 element for phase-field modeling, together with its element residuals, tangent matrix, and pseudocode for a user element subroutine. The implementation is verified by reproducing known results for monocrystalline and honeycomb ferroelectric specimens and, for the first time, we demonstrate strain gradient effects in these idealized settings. We then simulate a polycrystalline microstructure and analyze the influence of strain gradient elasticity for both uniform and random initial polarization. The results highlight the interplay between higher-order (strain gradient) effects and non-linear electromechanical coupling. © 2025 The Author(s)","Electromechanical coupling; Ferroelectric domain evolution; New finite element formulation; Phase-field modeling; Polycrystalline ferroelectric microstructure; Type II strain gradient elasticity","Elasticity; Ferroelectric materials; Ferroelectricity; Industrial research; Microstructure; Strain measurement; Domain evolution; Ferroelectric domain evolution; Ferroelectric domains; Ferroelectric microstructure; Finite element formulations; New finite element formulation; Phase field models; Polycrystalline ferroelectric microstructure; Polycrystalline ferroelectrics; Strain gradient elasticity; Type II; Type II strain gradient elasticity; Electromechanical coupling","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105027313516"
